Banco;Sociedad;Fecha Documento;CIF;Proveedor;Nº Factura;Importe;F. Anticipo;F. Vencimiento;Días;% Interés;% Comisión;Total Comisión;Total Interés;% Reparto;Comisión Prisma;Interés Prisma;Calculo com Prisma;Calculo int prisma;Total diferencia
Rubi;Azul;10/01/2026;B61848303;Solucion…;4237154;9481,38;20/12/2025;24/01/2026;20;1,12;0,08;7,59;5,9;40,0;3,26;2,37;=G383*(L383/100)*(O383/100);=G383*(K383/360/100)*J383*(O383/100);=P383-R383+Q383-S383
Rubi;Azul;10/01/2026;A96007606;Pistones…;4588027;311,25;09/12/2025;25/06/2026;75;0,7;0,05;0,16;0,45;70,0;0,36;0,42;=G384*(L384/100)*(O384/100);=G384*(K384/360/100)*J384*(O384/100);=P384-R384+Q384-S384
Rubi;Azul;10/01/2026;B86525642;Calizas I…;1499598;292,67;20/12/2025;08/01/2026;48;0,65;0,06;0,18;0,25;20,0;0,07;0,31;=G385*(L385/100)*(O385/100);=G385*(K385/360/100)*J385*(O385/100);=P385-R385+Q385-S385
Rubi;Azul;10/01/2026;B83459934;Moldes…;3146185;227,52;03/12/2025;18/05/2026;57;1,12;0,05;0,11;0,4;60,0;-0,2;0,36;=G386*(L386/100)*(O386/100);=G386*(K386/360/100)*J386*(O386/100);=P386-R386+Q386-S386
Rubi;Azul;10/01/2026;A59860789;Parquet…;1642385;109,38;14/12/2025;28/01/2026;48;0,69;0,04;0,04;0,1;50,0;0,11;-0,21;=G387*(L387/100)*(O387/100);=G387*(K387/360/100)*J387*(O387/100);=P387-R387+Q387-S387
Rubi;Azul;10/01/2026;B51934390;Digitaliz…;4085197;258,01;13/12/2025;27/05/2026;24;0,97;0,04;0,1;0,17;40,0;0,28;0,13;=G388*(L388/100)*(O388/100);=G388*(K388/360/100)*J388*(O388/100);=P388-R388+Q388-S388
Rubi;Azul;10/01/2026;B58849181;Barnice…;3220900;580,9;03/12/2025;19/01/2026;75;1,0;0,1;0,58;1,21;60,0;0,2;0,84;=G389*(L389/100)*(O389/100);=G389*(K389/360/100)*J389*(O389/100);=P389-R389+Q389-S389
Rubi;Azul;10/01/2026;A67414854;Tratami…;3749844;4917,02;21/12/2025;07/03/2026;41;0,99;0,06;2,95;5,54;70,0;2,31;3,75;=G390*(L390/100)*(O390/100);=G390*(K390/360/100)*J390*(O390/100);=P390-R390+Q390-S390
Rubi;Azul;10/01/2026;B89382373;Polímer…;1380369;626,79;17/12/2025;09/06/2026;62;0,85;0,09;0,56;0,92;70,0;0,43;0,62;=G391*(L391/100)*(O391/100);=G391*(K391/360/100)*J391*(O391/100);=P391-R391+Q391-S391
Rubi;Azul;10/01/2026;A41164437;Principio…;1357035;1483,21;01/12/2025;24/06/2026;70;0,53;0,06;0,89;1,53;70,0;0,48;1,1;=G392*(L392/100)*(O392/100);=G392*(K392/360/100)*J392*(O392/100);=P392-R392+Q392-S392
Rubi;Azul;10/01/2026;B16552567;Insectici…;1542034;927,06;18/12/2025;06/05/2026;64;0,99;0,05;0,46;1,63;40,0;0,14;0,37;=G393*(L393/100)*(O393/100);=G393*(K393/360/100)*J393*(O393/100);=P393-R393+Q393-S393
Rubi;Azul;10/01/2026;B05516583;Medicio…;3790773;313,54;06/12/2025;17/03/2026;60;0,61;0,1;0,31;0,32;20,0;0,04;-0,16;=G394*(L394/100)*(O394/100);=G394*(K394/360/100)*J394*(O394/100);=P394-R394+Q394-S394
Rubi;Azul;10/01/2026;B45408846;Procesa…;2859810;607,96;24/12/2025;20/05/2026;57;0,9;0,09;0,55;0,87;50,0;0,51;0,52;=G395*(L395/100)*(O395/100);=G395*(K395/360/100)*J395*(O395/100);=P395-R395+Q395-S395
Rubi;Azul;10/01/2026;A43738330;Instalaci…;4180944;696,17;14/12/2025;17/02/2026;37;0,83;0,06;0,42;0,59;30,0;-0,11;0,09;=G396*(L396/100)*(O396/100);=G396*(K396/360/100)*J396*(O396/100);=P396-R396+Q396-S396
Rubi;Azul;10/01/2026;B92815207;Automat…;3503073;952,8;18/12/2025;28/02/2026;72;1,19;0,05;0,48;2,27;30,0;0,04;0,91;=G397*(L397/100)*(O397/100);=G397*(K397/360/100)*J397*(O397/100);=P397-R397+Q397-S397
Rubi;Azul;10/01/2026;A90940290;Ferroso…;1531442;111,63;22/12/2025;08/06/2026;15;0,59;0,07;0,08;0,03;20,0;-0,02;0,16;=G398*(L398/100)*(O398/100);=G398*(K398/360/100)*J398*(O398/100);=P398-R398+Q398-S398
Rubi;Azul;10/01/2026;A45522255;Derivad…;1901938;475,6;26/12/2025;13/05/2026;78;1,03;0,05;0,24;1,06;40,0;0,19;0,29;=G399*(L399/100)*(O399/100);=G399*(K399/360/100)*J399*(O399/100);=P399-R399+Q399-S399
Rubi;Azul;10/01/2026;A12729333;Cement…;4776428;584,25;08/12/2025;25/02/2026;39;0,73;0,08;0,47;0,46;40,0;0,28;0,29;=G400*(L400/100)*(O400/100);=G400*(K400/360/100)*J400*(O400/100);=P400-R400+Q400-S400
Rubi;Azul;10/01/2026;B50737749;Retroex…;3378927;862,52;13/12/2025;28/02/2026;80;0,76;0,08;0,69;1,46;40,0;0,06;0,75;=G401*(L401/100)*(O401/100);=G401*(K401/360/100)*J401*(O401/100);=P401-R401+Q401-S401
Rubi;Azul;10/01/2026;A03854874;Variador…;4732384;1994,94;02/12/2025;13/06/2026;35;0,78;0,08;1,6;1,51;30,0;0,76;0,59;=G402*(L402/100)*(O402/100);=G402*(K402/360/100)*J402*(O402/100);=P402-R402+Q402-S402
Rubi;Azul;10/01/2026;A53918704;Remolq…;1946639;756,24;14/12/2025;15/03/2026;90;1,09;0,08;0,6;2,06;30,0;0,09;0,51;=G403*(L403/100)*(O403/100);=G403*(K403/360/100)*J403*(O403/100);=P403-R403+Q403-S403
Rubi;Azul;10/01/2026;A82978514;Excipien…;2731827;978,34;22/12/2025;11/06/2026;40;0,55;0,09;0,88;0,6;50,0;0,63;0,08;=G404*(L404/100)*(O404/100);=G404*(K404/360/100)*J404*(O404/100);=P404-R404+Q404-S404
Rubi;Azul;10/01/2026;B39254477;Piensos…;2017533;350,97;12/12/2025;13/01/2026;16;0,66;0,04;0,14;0,1;50,0;0,03;0,33;=G405*(L405/100)*(O405/100);=G405*(K405/360/100)*J405*(O405/100);=P405-R405+Q405-S405
Rubi;Azul;10/01/2026;A16021189;Caoline…;3115253;315,24;04/12/2025;12/03/2026;30;0,54;0,1;0,32;0,14;70,0;0,13;0,19;=G406*(L406/100)*(O406/100);=G406*(K406/360/100)*J406*(O406/100);=P406-R406+Q406-S406
Rubi;Azul;10/01/2026;A61795318;Pizarras…;2547377;502,09;28/12/2025;21/04/2026;65;1,03;0,07;0,35;0,93;40,0;0,35;0,24;=G407*(L407/100)*(O407/100);=G407*(K407/360/100)*J407*(O407/100);=P407-R407+Q407-S407
Rubi;Azul;10/01/2026;B06548308;Mieles Ir…;4921174;558,04;15/12/2025;25/01/2026;89;0,77;0,08;0,45;1,06;70,0;0,3;0,48;=G408*(L408/100)*(O408/100);=G408*(K408/360/100)*J408*(O408/100);=P408-R408+Q408-S408
Rubi;Azul;10/01/2026;B42651900;Cápsula…;1492400;331,22;14/12/2025;18/02/2026;86;0,73;0,04;0,13;0,58;30,0;-0,1;0,24;=G409*(L409/100)*(O409/100);=G409*(K409/360/100)*J409*(O409/100);=P409-R409+Q409-S409
Rubi;Azul;10/01/2026;B14225478;Oleicos…;1934402;509,04;23/12/2025;02/03/2026;64;0,89;0,04;0,2;0,81;30,0;-0,1;0,51;=G410*(L410/100)*(O410/100);=G410*(K410/360/100)*J410*(O410/100);=P410-R410+Q410-S410
Rubi;Azul;10/01/2026;A03602907;Infraestr…;1189039;3317,43;26/12/2025;12/03/2026;30;1,0;0,06;1,99;2,76;40,0;0,99;1,14;=G411*(L411/100)*(O411/100);=G411*(K411/360/100)*J411*(O411/100);=P411-R411+Q411-S411
Rubi;Azul;10/01/2026;B12083130;Transmi…;2916016;294,17;06/12/2025;10/01/2026;75;1,15;0,05;0,15;0,7;30,0;0,3;0,02;=G412*(L412/100)*(O412/100);=G412*(K412/360/100)*J412*(O412/100);=P412-R412+Q412-S412
Rubi;Azul;10/01/2026;A16021189;Caoline…;1341201;577,34;18/12/2025;10/01/2026;71;0,53;0,04;0,23;0,6;20,0;0,09;0,25;=G413*(L413/100)*(O413/100);=G413*(K413/360/100)*J413*(O413/100);=P413-R413+Q413-S413
Rubi;Azul;10/01/2026;B87037510;Reducto…;4846758;513,65;12/12/2025;21/03/2026;49;1,16;0,07;0,36;0,81;50,0;0,27;0,35;=G414*(L414/100)*(O414/100);=G414*(K414/360/100)*J414*(O414/100);=P414-R414+Q414-S414
Rubi;Azul;10/01/2026;B67859772;Tarimas…;4683838;9169,46;23/12/2025;01/01/2026;83;0,87;0,08;7,34;18,39;50,0;3,8;9,1;=G415*(L415/100)*(O415/100);=G415*(K415/360/100)*J415*(O415/100);=P415-R415+Q415-S415
Rubi;Azul;10/01/2026;B04054411;Titanios…;2582175;414,55;02/12/2025;20/04/2026;49;1,16;0,06;0,25;0,65;30,0;-0,22;-0,03;=G416*(L416/100)*(O416/100);=G416*(K416/360/100)*J416*(O416/100);=P416-R416+Q416-S416
Rubi;Azul;10/01/2026;A79689218;Alcantar…;4953624;398,98;25/12/2025;18/04/2026;10;1,11;0,07;0,28;0,12;50,0;-0,15;-0,12;=G417*(L417/100)*(O417/100);=G417*(K417/360/100)*J417*(O417/100);=P417-R417+Q417-S417
Rubi;Azul;10/01/2026;A53206019;Bandeja…;4410226;9650,74;01/12/2025;14/06/2026;48;0,79;0,08;7,72;10,17;40,0;3,21;3,99;=G418*(L418/100)*(O418/100);=G418*(K418/360/100)*J418*(O418/100);=P418-R418+Q418-S418
Rubi;Azul;10/01/2026;B01119043;Filament…;4992221;559,77;25/12/2025;24/05/2026;86;1,01;0,08;0,45;1,35;30,0;-0,13;0,59;=G419*(L419/100)*(O419/100);=G419*(K419/360/100)*J419*(O419/100);=P419-R419+Q419-S419
Rubi;Azul;10/01/2026;A62687383;Microchi…;2000806;689,95;14/12/2025;18/05/2026;87;0,67;0,04;0,28;1,12;20,0;0,02;0,02;=G420*(L420/100)*(O420/100);=G420*(K420/360/100)*J420*(O420/100);=P420-R420+Q420-S420
Rubi;Azul;10/01/2026;B68298716;Sistema…;1795713;948,33;18/12/2025;01/02/2026;44;0,61;0,08;0,76;0,71;70,0;0,74;0,78;=G421*(L421/100)*(O421/100);=G421*(K421/360/100)*J421*(O421/100);=P421-R421+Q421-S421
Rubi;Azul;10/01/2026;B12794048;Escayol…;2314811;260,02;13/12/2025;10/06/2026;78;0,86;0,04;0,1;0,48;50,0;0,14;0,41;=G422*(L422/100)*(O422/100);=G422*(K422/360/100)*J422*(O422/100);=P422-R422+Q422-S422
Rubi;Azul;10/01/2026;A48764075;Aditivos…;4681882;355,97;11/12/2025;02/01/2026;71;0,89;0,04;0,14;0,62;40,0;0,03;0,37;=G423*(L423/100)*(O423/100);=G423*(K423/360/100)*J423*(O423/100);=P423-R423+Q423-S423
Rubi;Azul;10/01/2026;A16458068;Fundicio…;1048194;8872,95;22/12/2025;05/02/2026;22;0,7;0,07;6,21;3,8;20,0;1,5;0,68;=G424*(L424/100)*(O424/100);=G424*(K424/360/100)*J424*(O424/100);=P424-R424+Q424-S424
Rubi;Azul;10/01/2026;A12729333;Cement…;4097445;904,53;11/12/2025;21/04/2026;37;0,67;0,03;0,27;0,62;70,0;0,42;0,55;=G425*(L425/100)*(O425/100);=G425*(K425/360/100)*J425*(O425/100);=P425-R425+Q425-S425
Rubi;Azul;10/01/2026;B24227649;Travesa…;1424499;695,85;21/12/2025;12/06/2026;70;1,04;0,04;0,28;1,41;60,0;-0,05;1,11;=G426*(L426/100)*(O426/100);=G426*(K426/360/100)*J426*(O426/100);=P426-R426+Q426-S426
Rubi;Azul;10/01/2026;A15582903;Vehícul…;4435589;331,54;16/12/2025;18/01/2026;51;0,75;0,05;0,17;0,35;30,0;-0,19;0,01;=G427*(L427/100)*(O427/100);=G427*(K427/360/100)*J427*(O427/100);=P427-R427+Q427-S427
Rubi;Azul;10/01/2026;A21720945;Cargas…;2388552;911,13;07/12/2025;06/06/2026;12;0,84;0,03;0,27;0,26;60,0;0,41;0,04;=G428*(L428/100)*(O428/100);=G428*(K428/360/100)*J428*(O428/100);=P428-R428+Q428-S428
Rubi;Azul;10/01/2026;A45539473;Cuarzos…;3838098;574,57;26/12/2025;16/01/2026;53;0,68;0,07;0,4;0,58;60,0;-0,0;0,13;=G429*(L429/100)*(O429/100);=G429*(K429/360/100)*J429*(O429/100);=P429-R429+Q429-S429
Rubi;Azul;10/01/2026;B95586293;Excipien…;3217524;692,62;13/12/2025;17/04/2026;86;0,68;0,09;0,62;1,13;30,0;0,17;0,48;=G430*(L430/100)*(O430/100);=G430*(K430/360/100)*J430*(O430/100);=P430-R430+Q430-S430
Rubi;Azul;10/01/2026;A08689430;Hidráuli…;1679907;117,02;16/12/2025;06/03/2026;51;1,17;0,09;0,11;0,19;70,0;-0,21;0,26;=G431*(L431/100)*(O431/100);=G431*(K431/360/100)*J431*(O431/100);=P431-R431+Q431-S431
Rubi;Azul;10/01/2026;B81156937;Lacas G…;1722156;468,2;05/12/2025;04/01/2026;54;0,96;0,07;0,33;0,67;60,0;0,28;0,25;=G432*(L432/100)*(O432/100);=G432*(K432/360/100)*J432*(O432/100);=P432-R432+Q432-S432
Rubi;Azul;10/01/2026;A43738330;Instalaci…;2595084;2916,44;21/12/2025;27/06/2026;11;1,17;0,07;2,04;1,04;50,0;1,18;0,5;=G433*(L433/100)*(O433/100);=G433*(K433/360/100)*J433*(O433/100);=P433-R433+Q433-S433
Rubi;Azul;10/01/2026;B11505994;Residuo…;2295839;8457,24;13/12/2025;28/05/2026;42;0,61;0,08;6,77;6,02;50,0;3,51;2,9;=G434*(L434/100)*(O434/100);=G434*(K434/360/100)*J434*(O434/100);=P434-R434+Q434-S434
Rubi;Azul;10/01/2026;A11123351;Harinas…;3748461;4705,86;10/12/2025;22/04/2026;39;1,01;0,09;4,24;5,15;40,0;1,43;1,93;=G435*(L435/100)*(O435/100);=G435*(K435/360/100)*J435*(O435/100);=P435-R435+Q435-S435
Rubi;Azul;10/01/2026;A78687274;Cojinete…;4523081;660,66;10/12/2025;21/05/2026;19;0,77;0,07;0,46;0,27;20,0;0,24;-0,0;=G436*(L436/100)*(O436/100);=G436*(K436/360/100)*J436*(O436/100);=P436-R436+Q436-S436
Rubi;Azul;10/01/2026;A26123274;Sales E…;4044450;6217,39;27/12/2025;16/02/2026;66;0,68;0,09;5,6;7,75;40,0;2,46;3,26;=G437*(L437/100)*(O437/100);=G437*(K437/360/100)*J437*(O437/100);=P437-R437+Q437-S437
Rubi;Azul;10/01/2026;B57999838;Módulos…;2123967;9479,43;06/12/2025;21/04/2026;73;0,67;0,08;7,58;12,88;50,0;3,65;6,16;=G438*(L438/100)*(O438/100);=G438*(K438/360/100)*J438*(O438/100);=P438-R438+Q438-S438
Rubi;Azul;10/01/2026;A71156127;Termina…;2618965;908,68;12/12/2025;12/04/2026;88;0,6;0,06;0,55;1,33;70,0;0,65;1,16;=G439*(L439/100)*(O439/100);=G439*(K439/360/100)*J439*(O439/100);=P439-R439+Q439-S439
Rubi;Azul;10/01/2026;B20427008;Propilen…;2846626;7895,57;02/12/2025;09/03/2026;81;1,12;0,04;3,16;19,9;40,0;1,52;7,68;=G440*(L440/100)*(O440/100);=G440*(K440/360/100)*J440*(O440/100);=P440-R440+Q440-S440
Rubi;Azul;10/01/2026;B65922674;Titanios…;3370369;652,56;22/12/2025;10/04/2026;44;1,08;0,03;0,2;0,86;20,0;-0,04;0,26;=G441*(L441/100)*(O441/100);=G441*(K441/360/100)*J441*(O441/100);=P441-R441+Q441-S441
Rubi;Azul;10/01/2026;A40233317;Cuarzos…;1789232;311,04;09/12/2025;09/06/2026;70;1,13;0,09;0,28;0,68;30,0;0,12;0,07;=G442*(L442/100)*(O442/100);=G442*(K442/360/100)*J442*(O442/100);=P442-R442+Q442-S442
Rubi;Azul;10/01/2026;A08944127;Fármac…;3712611;359,52;21/12/2025;02/01/2026;23;0,65;0,09;0,32;0,15;60,0;-0,09;0,01;=G443*(L443/100)*(O443/100);=G443*(K443/360/100)*J443*(O443/100);=P443-R443+Q443-S443
Rubi;Azul;10/01/2026;A55687689;Aditivos…;2514627;9173,15;09/12/2025;21/06/2026;50;0,77;0,08;7,34;9,81;30,0;1,94;3,06;=G444*(L444/100)*(O444/100);=G444*(K444/360/100)*J444*(O444/100);=P444-R444+Q444-S444
Rubi;Azul;10/01/2026;B00302625;Depurac…;1315413;777,1;14/12/2025;16/06/2026;27;0,85;0,05;0,39;0,5;70,0;0,52;0,6;=G445*(L445/100)*(O445/100);=G445*(K445/360/100)*J445*(O445/100);=P445-R445+Q445-S445
Rubi;Azul;10/01/2026;B45770961;Talcos I…;1117612;530,92;06/12/2025;19/02/2026;48;0,85;0,05;0,27;0,6;20,0;0,33;0,32;=G446*(L446/100)*(O446/100);=G446*(K446/360/100)*J446*(O446/100);=P446-R446+Q446-S446
Rubi;Azul;10/01/2026;B08366022;Prefabri…;1162405;213,77;02/12/2025;04/02/2026;31;0,59;0,04;0,09;0,11;50,0;0,27;-0,04;=G447*(L447/100)*(O447/100);=G447*(K447/360/100)*J447*(O447/100);=P447-R447+Q447-S447
Rubi;Azul;10/01/2026;B78347170;Mástiles…;3844578;9699,78;23/12/2025;14/01/2026;45;0,84;0,1;9,7;10,18;30,0;2,65;3,2;=G448*(L448/100)*(O448/100);=G448*(K448/360/100)*J448*(O448/100);=P448-R448+Q448-S448
Rubi;Azul;10/01/2026;A50920792;Prefabri…;1479284;806,38;10/12/2025;24/05/2026;38;0,91;0,04;0,32;0,77;20,0;-0,1;-0,04;=G449*(L449/100)*(O449/100);=G449*(K449/360/100)*J449*(O449/100);=P449-R449+Q449-S449
Rubi;Azul;10/01/2026;B74576595;Residuo…;4149789;299,56;03/12/2025;28/05/2026;64;0,55;0,06;0,18;0,29;60,0;0,16;0,05;=G450*(L450/100)*(O450/100);=G450*(K450/360/100)*J450*(O450/100);=P450-R450+Q450-S450
Rubi;Azul;10/01/2026;B47822749;Caucho…;4370384;2512,32;14/12/2025;25/03/2026;47;1,13;0,08;2,01;3,71;50,0;0,85;1,99;=G451*(L451/100)*(O451/100);=G451*(K451/360/100)*J451*(O451/100);=P451-R451+Q451-S451
Rubi;Azul;10/01/2026;A47759579;Actuado…;1198323;8366,79;22/12/2025;19/05/2026;54;0,55;0,07;5,86;6,9;70,0;3,84;4,59;=G452*(L452/100)*(O452/100);=G452*(K452/360/100)*J452*(O452/100);=P452-R452+Q452-S452
Rubi;Azul;10/01/2026;A14133416;Formula…;3991602;8998,49;26/12/2025;28/01/2026;37;0,8;0,06;5,4;7,4;30,0;1,43;2,13;=G453*(L453/100)*(O453/100);=G453*(K453/360/100)*J453*(O453/100);=P453-R453+Q453-S453
Rubi;Azul;10/01/2026;A24315708;Silicatos…;4872888;5951,24;05/12/2025;28/06/2026;31;0,71;0,05;2,98;3,64;70,0;2,03;2,44;=G454*(L454/100)*(O454/100);=G454*(K454/360/100)*J454*(O454/100);=P454-R454+Q454-S454
Rubi;Azul;10/01/2026;B99553113;Reactiv…;3522044;388,85;18/12/2025;25/01/2026;45;0,9;0,05;0,19;0,44;70,0;-0,02;0,43;=G455*(L455/100)*(O455/100);=G455*(K455/360/100)*J455*(O455/100);=P455-R455+Q455-S455
Rubi;Azul;10/01/2026;A44787057;Ferment…;2373369;716,76;07/12/2025;07/06/2026;14;1,11;0,09;0,65;0,31;40,0;0,46;0,38;=G456*(L456/100)*(O456/100);=G456*(K456/360/100)*J456*(O456/100);=P456-R456+Q456-S456
Rubi;Azul;10/01/2026;A31637699;Cadena…;2877637;200,4;11/12/2025;27/01/2026;19;0,57;0,06;0,12;0,06;30,0;-0,12;0,14;=G457*(L457/100)*(O457/100);=G457*(K457/360/100)*J457*(O457/100);=P457-R457+Q457-S457
Rubi;Azul;10/01/2026;A68218920;Ferroso…;1399234;253,83;19/12/2025;20/04/2026;41;1,0;0,09;0,23;0,29;70,0;0,27;0,34;=G458*(L458/100)*(O458/100);=G458*(K458/360/100)*J458*(O458/100);=P458-R458+Q458-S458
Rubi;Azul;10/01/2026;A45365530;Termina…;4941531;408,56;28/12/2025;02/04/2026;33;0,64;0,04;0,16;0,24;40,0;0,23;0,06;=G459*(L459/100)*(O459/100);=G459*(K459/360/100)*J459*(O459/100);=P459-R459+Q459-S459
Rubi;Azul;10/01/2026;B36183561;Baterías…;4875676;402,41;08/12/2025;13/05/2026;81;0,73;0,08;0,32;0,66;70,0;0,38;0,27;=G460*(L460/100)*(O460/100);=G460*(K460/360/100)*J460*(O460/100);=P460-R460+Q460-S460
Rubi;Azul;10/01/2026;A38494715;Instalaci…;2007098;124,6;10/12/2025;17/03/2026;13;1,09;0,05;0,06;0,05;60,0;-0,26;0,24;=G461*(L461/100)*(O461/100);=G461*(K461/360/100)*J461*(O461/100);=P461-R461+Q461-S461
Rubi;Azul;10/01/2026;A08053188;Equipos…;1225332;511,01;14/12/2025;07/01/2026;68;0,9;0,08;0,41;0,87;40,0;0,0;0,25;=G462*(L462/100)*(O462/100);=G462*(K462/360/100)*J462*(O462/100);=P462-R462+Q462-S462
Rubi;Azul;10/01/2026;B72084574;Embalaj…;4937186;6679,48;02/12/2025;13/04/2026;38;0,52;0,06;4,01;3,67;40,0;1,43;1,36;=G463*(L463/100)*(O463/100);=G463*(K463/360/100)*J463*(O463/100);=P463-R463+Q463-S463
Rubi;Azul;10/01/2026;A81893948;Tejas A…;2760603;7803,83;23/12/2025;24/03/2026;46;0,72;0,04;3,12;7,18;50,0;1,29;3,85;=G464*(L464/100)*(O464/100);=G464*(K464/360/100)*J464*(O464/100);=P464-R464+Q464-S464
Rubi;Azul;10/01/2026;B39178717;Pavime…;2652670;504,58;12/12/2025;17/05/2026;36;0,89;0,07;0,35;0,45;20,0;0,08;0,27;=G465*(L465/100)*(O465/100);=G465*(K465/360/100)*J465*(O465/100);=P465-R465+Q465-S465
Rubi;Azul;10/01/2026;A55374284;Oleicos…;4727861;380,41;25/12/2025;03/04/2026;11;1,08;0,09;0,34;0,13;70,0;0,44;0,25;=G466*(L466/100)*(O466/100);=G466*(K466/360/100)*J466*(O466/100);=P466-R466+Q466-S466
Rubi;Azul;10/01/2026;B54261715;Tintes M…;1140003;110,08;11/12/2025;15/05/2026;44;1,08;0,05;0,06;0,15;60,0;0,33;0,24;=G467*(L467/100)*(O467/100);=G467*(K467/360/100)*J467*(O467/100);=P467-R467+Q467-S467
Rubi;Azul;10/01/2026;A25151671;Cables…;4129624;4593,83;27/12/2025;19/02/2026;32;0,66;0,08;3,68;2,7;60,0;2,38;1,87;=G468*(L468/100)*(O468/100);=G468*(K468/360/100)*J468*(O468/100);=P468-R468+Q468-S468
Rubi;Azul;10/01/2026;A63628922;Auditorí…;3425824;819,65;18/12/2025;02/02/2026;10;1,0;0,07;0,57;0,23;50,0;0,35;0,31;=G469*(L469/100)*(O469/100);=G469*(K469/360/100)*J469*(O469/100);=P469-R469+Q469-S469
Rubi;Azul;10/01/2026;A02265641;Yesos D…;2384846;858,57;17/12/2025;13/04/2026;22;0,83;0,07;0,6;0,44;40,0;0,53;0,1;=G470*(L470/100)*(O470/100);=G470*(K470/360/100)*J470*(O470/100);=P470-R470+Q470-S470
Rubi;Azul;10/01/2026;B26594886;Autocar…;3207065;758,11;26/12/2025;28/03/2026;78;1,14;0,06;0,45;1,87;30,0;0,15;0,3;=G471*(L471/100)*(O471/100);=G471*(K471/360/100)*J471*(O471/100);=P471-R471+Q471-S471
Rubi;Azul;10/01/2026;B51934390;Digitaliz…;4185078;9695,69;21/12/2025;20/04/2026;43;1,02;0,04;3,88;11,81;50,0;2,16;5,74;=G472*(L472/100)*(O472/100);=G472*(K472/360/100)*J472*(O472/100);=P472-R472+Q472-S472
Rubi;Azul;10/01/2026;A99313980;Quillas…;1275107;557,77;24/12/2025;15/02/2026;61;1,15;0,07;0,39;1,09;20,0;0,17;0,36;=G473*(L473/100)*(O473/100);=G473*(K473/360/100)*J473*(O473/100);=P473-R473+Q473-S473
Rubi;Azul;10/01/2026;A39063221;Cobres…;4138838;8936,26;27/12/2025;11/06/2026;73;0,56;0,04;3,57;10,15;50,0;1,93;4,9;=G474*(L474/100)*(O474/100);=G474*(K474/360/100)*J474*(O474/100);=P474-R474+Q474-S474
Rubi;Azul;10/01/2026;A75704652;Mangue…;1393202;663,66;07/12/2025;19/02/2026;27;1,16;0,06;0,4;0,58;70,0;0,1;0,32;=G475*(L475/100)*(O475/100);=G475*(K475/360/100)*J475*(O475/100);=P475-R475+Q475-S475
Rubi;Azul;10/01/2026;A00835737;Fondeo…;1412364;735,47;28/12/2025;01/03/2026;32;1,15;0,06;0,44;0,75;40,0;0,27;0,14;=G476*(L476/100)*(O476/100);=G476*(K476/360/100)*J476*(O476/100);=P476-R476+Q476-S476
Rubi;Azul;10/01/2026;B36150061;Juntas…;1177355;515,76;25/12/2025;25/05/2026;70;0,52;0,07;0,36;0,52;30,0;-0,08;-0,07;=G477*(L477/100)*(O477/100);=G477*(K477/360/100)*J477*(O477/100);=P477-R477+Q477-S477
Rubi;Azul;10/01/2026;B73728164;Transist…;4768551;539,54;18/12/2025;19/03/2026;56;0,71;0,08;0,43;0,6;50,0;-0,04;0,27;=G478*(L478/100)*(O478/100);=G478*(K478/360/100)*J478*(O478/100);=P478-R478+Q478-S478
Rubi;Azul;10/01/2026;A54358423;Cuarzos…;3724474;8707,2;01/12/2025;13/04/2026;24;1,05;0,08;6,97;6,1;70,0;5,12;4,46;=G479*(L479/100)*(O479/100);=G479*(K479/360/100)*J479*(O479/100);=P479-R479+Q479-S479
Rubi;Azul;10/01/2026;B73902506;Licores…;4560034;131,8;12/12/2025;02/06/2026;84;0,96;0,06;0,08;0,3;60,0;-0,03;0,14;=G480*(L480/100)*(O480/100);=G480*(K480/360/100)*J480*(O480/100);=P480-R480+Q480-S480
Rubi;Azul;10/01/2026;A66652986;Pizarras…;3752385;884,84;20/12/2025;25/04/2026;85;1,18;0,04;0,35;2,47;30,0;-0,13;0,62;=G481*(L481/100)*(O481/100);=G481*(K481/360/100)*J481*(O481/100);=P481-R481+Q481-S481
Rubi;Azul;10/01/2026;B42651900;Cápsula…;2041157;793,08;19/12/2025;15/05/2026;29;0,59;0,04;0,32;0,38;50,0;0,22;0,07;=G482*(L482/100)*(O482/100);=G482*(K482/360/100)*J482*(O482/100);=P482-R482+Q482-S482
Rubi;Azul;10/01/2026;A28060446;Granos…;1481754;446,11;15/12/2025;09/02/2026;21;1,05;0,06;0,27;0,27;20,0;0,35;0,22;=G483*(L483/100)*(O483/100);=G483*(K483/360/100)*J483*(O483/100);=P483-R483+Q483-S483
Rubi;Azul;10/01/2026;A65846021;Fondeo…;2430815;3794,72;16/12/2025;24/01/2026;52;0,55;0,06;2,28;3,01;20,0;0,62;0,49;=G484*(L484/100)*(O484/100);=G484*(K484/360/100)*J484*(O484/100);=P484-R484+Q484-S484
Rubi;Azul;10/01/2026;B34972740;Vidrios…;2663950;175,81;14/12/2025;22/02/2026;36;0,76;0,07;0,12;0,13;30,0;0,22;0,12;=G485*(L485/100)*(O485/100);=G485*(K485/360/100)*J485*(O485/100);=P485-R485+Q485-S485
Rubi;Azul;10/01/2026;A45522255;Derivad…;1365074;396,45;17/12/2025;17/04/2026;14;0,82;0,08;0,32;0,13;20,0;-0,03;-0,11;=G486*(L486/100)*(O486/100);=G486*(K486/360/100)*J486*(O486/100);=P486-R486+Q486-S486
